ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
1502,167,151,drop capital,"ASCRIPTIONS OF PRAISE. I, XrOW",V. Ascriptions of Praise I. NOW,with Thee for ever. Amen. [V. Ascriptions of Praise I. NOW] unto Him that is able,1,,,,
1503,167,151,punctuation/spacing,end,end.,"throughout all ages, world without [end.] Amen. II. NOW unto Him",1,,,,
1504,167,151,drop capital,^OW,NOW,world without end. Amen. II. [NOW] unto Him that is able,1,,,,
1505,167,151,drop capital,TTNTO,UNTO,"now and ever. Amen. III. [UNTO] Him that loved us, and",1,,,,
1506,167,151,punctuation/spacing,us.,"us,","III. UNTO Him that loved [us,] and washed us from our",1,,,,
1507,167,151,word,tor,for,Him be glory and dominion [for] ever and ever. Amen. IV.,1,,,,
1508,167,151,drop capital,rv. ^OW,IV. NOW,for ever and ever. Amen. [IV. NOW] unto the blessed and only,1,,,,
1509,167,151,word,m,in,"who only hath immortality, dwelling [in] the light which no man",1,,,,
1510,167,151,punctuation/spacing,unto •,unto;,which no man can approach [unto;] whom no man hath seen,1,,,,
1511,168,152,drop capital,"""^OW",V. NOW,[V. NOW] unto the God of all,1,,,,
1512,168,152,word,Airien. vi. A ND,Amen. VI. AND,"dominion for ever and ever. [Amen. VI. AND] now to the Father, Son,",1,,,,
1513,168,152,word,vn. TTNTO,VII. UNTO,"for ever and ever. Amen. [VII. UNTO] the Father, and unto the",1,,,,
1514,168,152,drop capital,"""DLESSING,","BLESSING,","and for ever. Amen. VIII. [BLESSING,] and honour, and glory, and",1,,,,
1515,169,153,heading (re-cased/corrected),FAMILY PRAYERS. MORNING.,Family Prayers Morning.,"[Family Prayers Morning.] Sunday. GLORY be to Thee,",,,,,
1516,169,153,drop capital,/?j.LORY,GLORY,"Family Prayers Morning. Sunday. [GLORY] be to Thee, O God;",1,,,,
1517,169,153,drop capital,A S,AS,living Saviour Jesus Christ. Amen. [AS] the hart panteth after the,1,,,,
1518,169,153,drop capital,A LMIGHTY,ALMIGHTY,"dear Son Jesus Christ. Amen. [ALMIGHTY] God, we praise Thee for",1,,,,
1519,170,154,rubric mark (¶),"""H",,Jesus Christ our Lord. Amen. [] Here any special prayer or,,,,,
1520,170,154,word,j)r&sent,present,be added; and let all [present] join their voices and hearts,1,,,,
1521,170,154,punctuation/spacing,"OGOD,","O GOD,","in The Lord's Prayer. Monday. [O GOD,] our Father, of whom the",1,,,,
1522,170,154,punctuation/spacing,grace.,"grace,","fulness of Thy love and [grace,]",1,,,,
1523,171,155,drop capital,T IFT,LIFT,Jesus Christ our Lord. Amen. [LIFT] upon us the light of,1,,,,
1524,171,155,word,ghid,glad,we may rejoice and be [glad] in Thee; and send into,1,,,,
1525,171,155,rubric mark (¶),IT,,children in Jesus Christ. Amen. [] Here any special prayer or,,,,,
1526,171,155,punctuation/spacing,"season,of",season of,"particular occasion, or to the [season of] the year, may be added;",2,,,,
1527,171,155,punctuation/spacing,voice's,voices,let all present join their [voices] and hearts in The Lord's,2,,,,
1528,171,155,punctuation/spacing,Prayer,Prayer.,"and hearts in The Lord's [Prayer.] Tuesday. O THOU, who art",1,,,,
1529,171,155,word,r\,O,"in The Lord's Prayer. Tuesday. [O] THOU, who art the true",1,,,,
1530,171,155,punctuation/spacing,away.,"away,","on every side, being driven [away,] Thou brightly shining within our",1,,,,
1531,171,155,word,"v:)ffense,","offense,","go without any stumbling or [offense,] and may walk as in",1,,,,
1532,171,155,drop capital,A LMIGHTY,ALMIGHTY,"us to walk in. Amen. [ALMIGHTY] God, who alone gavest us",1,,,,
1533,172,156,punctuation/spacing,"OGOD,","O GOD,","this prayer, O Lord. Amen. [O GOD,] most merciful, who healest those",1,,,,
1534,172,156,punctuation/spacing,this.,"this,","save them from despair. Grant [this,] O Lord, for the love",1,,,,
1535,172,156,rubric mark (¶),H,,our Saviour Jesus Christ. Amen. [] Here any special prayer or,,,,,
1536,172,156,drop capital,A LMIGHTY,ALMIGHTY,"in The Lord's Prayer. Wednesday. [ALMIGHTY] and most merciful Father, in",1,,,,
1537,172,156,word,liodies,bodies,surrender of our souls and [bodies] to Thy holy will and,1,,,,
1538,173,157,drop capital,"rjRANT,","GRANT,","in Thee for ever. Amen. [GRANT,] O Lord, that this day",1,,,,
1539,173,157,punctuation/spacing,ourburdens,our burdens,as in Thy sight; that [our burdens] may not be too heavy,1,,,,
1540,173,157,rubric mark (¶),IT,,Jesus Christ our Saviour. Amen. [] Here any special prayer or,,,,,
1541,173,157,word,"househola,","household,","to the need of the [household,] to any particular occasion, or",4,,,,
1542,173,157,word,r\,O,"in The Lord's Prayer. Thursday. [O] LORD, lift up the light",1,,,,
1543,174,158,word,r\,O,"[O] THOU who dwellest in heaven,",1,,,,
1544,174,158,word,wilh,with,"Thee. Draw near to them [with] the comfort of Thy love,",1,,,,
1545,174,158,word,r\,O,"for Jesus Christ's sake. Amen. [O] GOD, the Protector of all",1,,,,
1546,174,158,word,0,O,"the things eternal. Grant this, [O] Lord, most merciful, for the",1,,,,
1547,174,158,rubric mark (¶),1,,"dear Son, our Saviour. Amen. [] Here any special prayer or",,,,,
1548,174,158,word,bHef,brief,"Here any special prayer or [brief] petition, suited to the need",5,,,,
1549,174,158,word,tnay he,may be,"the season of the year, [may be] added; and let all present",5,,,,
1550,174,158,drop capital,"""VyE",WE,"in The Lord's Prayer. Friday. [WE] praise Thee, O God, with",1,,,,
1551,174,158,word,Tny,Thy,"love, in Thy work and [Thy] joy; we thank Thee, heavenly",1,,,,
1552,175,159,word,^\,O,"[O] LORD, grant that our hearts",1,,,,
1553,175,159,word,0,O,"are already gone to Thee. [O] Lord, save us from sin,",1,,,,
1554,175,159,rubric mark (¶),IT,,Jesus Christ our Lord. Amen. [] Here any special prayer or,,,,,
1555,175,159,word,addea;,added;,"of the year, may be [added;] and let all present join",6,,,,
1556,175,159,drop capital,A LMIGHTY,ALMIGHTY,"in The Lord's Prayer. Saturday. [ALMIGHTY] God, our Father and Preserver;",1,,,,
1557,175,159,punctuation/spacing,w^e,we,"Thy grace within us, until [we] shall be perfectly united in",2,,,,
1558,175,159,word,he,be,before Thee: [here let there [be] a moment of prayer in,,,,,
1559,175,159,punctuation/spacing,silence .•],silence;],"a moment of prayer in [silence;]] Protect our country, and prosper",2,,,,
1560,176,160,word,Tli}^,Thy,"pleased to cast out of [Thy] remembrance all our past offenses,",2,,,,
1561,176,160,rubric mark (¶),H,,Jesus Christ our Lord. Amen. [] Here any special prayer or,,,,,
1562,176,160,word,sxiited,suited,"special prayer or brief petition, [suited] to the need of the",7,,,,
1563,176,160,word,adaea;,added;,"of the year, may be [added;] and let all present join",7,,,,
1564,176,160,word,r\,O,"Lord's Prayer. For the Sick. [O] THOU who hearest prayer, we",1,,,,
1565,176,160,punctuation/spacing,^^,,pray Thee to be very [] kind and merciful to Thy,,,,,
1566,176,160,punctuation/spacing,"child,","child ——,","kind and merciful to Thy [child ——,] whose body suffers in pain",1,,,,
1567,176,160,word,Mm,him,is in danger.] Grant unto [him] patience and tranquillity of mind;,1,,,,
1568,176,160,word,Ms,his,"all the means used for [his] recovery, and all who minister",1,,,,
1569,176,160,word,Mm,him,and all who minister to [him] in his suffering [and peril.],,,,,
1570,176,160,word,Ms,his,who minister to him in [his] suffering [and peril.] Make Thou,,,,,
1571,176,160,word,Ms,his,"suffering [and peril.] Make Thou [his] bed in his sickness, and",,,,,
1572,176,160,word,Ms,his,"Make Thou his bed in [his] sickness, and comfort him as",1,,,,
1573,176,160,word,Mm,him,"in his sickness, and comfort [him] as a mother comforteth her",1,,,,
1574,176,160,punctuation/spacing,comf orteth,comforteth,comfort him as a mother [comforteth] her child. Restore him speedily,1,,,,
1575,176,160,word,Mm,him,"mother comforteth her child. Restore [him] speedily to health, if it",1,,,,
1576,176,160,word,Mm,him,but above all things grant [him] that which Thou knowest to,1,,,,
1577,176,160,word,"Mm,","him,","knowest to be best for [him,] and keep him Thine for",1,,,,
1578,176,160,word,Mm,him,"best for him, and keep [him] Thine for evermore; through Jesus",1,,,,
1579,176,160,word,A inen.,Amen.,"through Jesus Christ our Saviour. [Amen.] For the Absent. ALMIGHTY God,",1,,,,
1580,176,160,drop capital,A LMIGHTY,ALMIGHTY,"Saviour. Amen. For the Absent. [ALMIGHTY] God, who art not far",1,,,,
1581,176,160,punctuation/spacing,-^-^,,from any one of us; [] We commend into Thy fatherly,,,,,
1582,176,160,punctuation/spacing,"keeping,","keeping ——,","into Thy fatherly care and [keeping ——,] to whom our hearts go",1,,,,
1583,176,160,word,Mm,him,body and in soul; enrich [him] with all blessings both for,1,,,,
1584,177,161,word,Depabting,Departing,For [Departing] Friends and Travellers. MOST merciful,1,,,,
1585,177,161,word,"Travellers, ll/rOST",Travellers. MOST,"For Departing Friends and [Travellers. MOST] merciful Father, we beseech Thee",,,,,
1586,177,161,word,beseecli,beseech,"Travellers. MOST merciful Father, we [beseech] Thee to protect and prosper",1,,,,
1587,177,161,punctuation/spacing,,——,Thee to protect and prosper [——] on his intended journey. May,1,,,,
1588,177,161,word,Ms,his,protect and prosper —— on [his] intended journey. May the Angel,1,,,,
1589,177,161,word,Mm,him,"of Thy Presence be with [him] wherever he may go, and",1,,,,
1590,177,161,word,Ms,his,"may go, and may all [his] steps be ordered of Thee",1,,,,
1591,177,161,word,lie,he,wisdom and love; so that [he] shall travel with Thee as,1,,,,
1592,177,161,word,Ms,his,"shall travel with Thee as [his] guardian and his guide, and",1,,,,
1593,177,161,word,Ms,his,"Thee as his guardian and [his] guide, and arrive in safety",1,,,,
1594,177,161,word,Ms,his,"and arrive in safety at [his] desired haven. O Lord, bless",1,,,,
1595,177,161,word,Ms,his,"desired haven. O Lord, bless [his] going-out and his coming-in, from",1,,,,
1596,177,161,word,Ms,his,"Lord, bless his going-out and [his] coming-in, from this time forth",1,,,,
1597,177,161,punctuation/spacing,"OGOD,","O GOD,","Family in Time of Distress. [O GOD,] most wise and loving and",1,,,,
1598,177,161,word,\liere,[here,"come into this present trial, [[here] the affliction may be named",,,,,
1599,177,161,word,he,be,"trial, [here the affliction may [be] named or silently remembered,] in",,,,,
1600,177,161,word,"reynembered,]","remembered,]","may be named or silently [remembered,]] in order that we may",,,,,
1601,177,161,word,r\,O,"our Lord. Amen. Brief Petitions. [O] GOD, who hast taught us",1,,,,
1602,177,161,drop capital,TTEAR,HEAR,"Jesus Christ our Lord. Amen. [HEAR] our prayers, O Lord, and",1,,,,
1603,178,162,word,Ame?!. T OOK,Amen. LOOK,"prepared for every good work. [Amen. LOOK] upon us, O Lord, and",1,,,,
1604,178,162,word,"A men. rjRANT,","Amen. GRANT,","our peace shall be perfect. [Amen. GRANT,] Lord, that we may not,",1,,,,
1605,178,162,word,r\,O,"contrary to Thy love. Amen. [O] LORD, perfect, we beseech Thee,",1,,,,
1606,178,162,drop capital,A LMIGHTY,ALMIGHTY,"Lord God and Saviour. Amen. [ALMIGHTY] God, who art the Giver",1,,,,
1607,178,162,word,r\,O,"for Jesus Christ's sake. Amen. [O] GOD, who hast commanded us",1,,,,
1608,179,163,word,r\,O,"[O] ALMIGHTY Lord, and everlasting God,",3,,,,
1609,179,163,punctuation/spacing,"govern,both","govern, both","Thee, to direct, sanctify, and [govern, both] our hearts and bodies in",3,,,,
1610,179,163,heading (re-cased),EVENING.,Evening.,and Saviour Jesus Christ. Amen. [Evening.] A General Prayer. O GOD,,,,,
1611,179,163,word,Genekal,General,"Jesus Christ. Amen. Evening. A [General] Prayer. O GOD most merciful,",1,,,,
1612,179,163,word,f\,O,"Amen. Evening. A General Prayer. [O] GOD most merciful, Light eternal",1,,,,
1613,180,164,drop capital,A LMIGHTY,ALMIGHTY,"Various Prayers. [ALMIGHTY] God, who seest that we",1,,,,
1614,180,164,drop capital,A LMIGHTY,ALMIGHTY,"Jesus Christ our Lord. Amen. [ALMIGHTY] God, the Father of our",1,,,,
1615,180,164,word,"pONFIRM,","CONFIRM,","find rest in God. Amen. [CONFIRM,] O Lord, we pray Thee,",1,,,,
1616,180,164,word,Ainen. /^,Amen. O,"through Jesus Christ our Lord. [Amen. O] GOD, Father of our spirits",1,,,,
1617,180,164,drop capital,X^ATHER,FATHER,"ask in Jesus' Name. Amen. [FATHER] of our spirits, and Father",1,,,,
1618,181,165,word,0,O,"thing needful and be content. [O] Master, let us walk with",1,,,,
1619,181,165,word,Thee 1 Ajnen. Tl/'E,Thee! Amen. WE,"Master, let us walk with [Thee! Amen. WE] beseech Thee, Lord, to behold",1,,,,
1620,181,165,punctuation/spacing,gath' ered,gathered,"to behold us with favour, [gathered] together in the peace of",1,,,,
1621,181,165,word,plav,play,"be taken, brace us to [play] the man under affliction. Be",1,,,,
1622,181,165,word,witli,with,"Be with our friends, be [with] ourselves. Go with each of",1,,,,
1623,181,165,word,f\,O,"strong to endure it. Amen. [O] LORD, make us to love",1,,,,
1624,181,165,word,ATnen. f\,Amen. O,"dwell in Thine everlasting love. [Amen. O] LORD, support us all day",1,,,,
1625,181,165,punctuation/spacing,life.,"life,","day long of this troublous [life,] until the shadows lengthen and",1,,,,
1626,181,165,drop capital,QEND,SEND,"Jesus Christ our Lord. Amen. [SEND] Thy peace into our hearts,",1,,,,
1627,181,165,word,0,O,"Thy peace into our hearts, [O] Lord, at the evening hour,",1,,,,
1628,182,166,drop capital,T IGHTEN,LIGHTEN,"[LIGHTEN] our darkness, we beseech Thee,",3,,,,
1629,182,166,drop capital,A LMIGHTY,ALMIGHTY,"our Saviour, Jesus Christ. Amen. [ALMIGHTY] God, with whom do rest",1,,,,
1630,182,166,punctuation/spacing,"Lord,",Lord.,kingdom; through Jesus Christ our [Lord.] Amen. The Confession of Sins.,1,,,,
1631,182,166,drop capital,IVrOST,MOST,Amen. The Confession of Sins. [MOST] holy and merciful Father; We,1,,,,
1632,182,166,punctuation/spacing,"""We",We,MOST holy and merciful Father; [We] acknowledge and confess in Thy,3,,,,
1633,182,166,word,Lokd's,Lord's,Christ our Lord. Amen. The [Lord's] Prayer. OUR Father which art,1,,,,
1634,182,166,drop capital,/^UR,OUR,"Lord. Amen. The Lord's Prayer. [OUR] Father which art in heaven,",1,,,,
1635,182,166,punctuation/spacing,heaven.,"heaven,","OUR Father which art in [heaven,] Hallowed be Thy Name. Thy",9,,,,
1636,182,166,punctuation/spacing,temptation.,"temptation,","And lead us not into [temptation,] But deliver us from evil:",9,,,,
1637,183,167,drop capital,T^HE,THE,Forms of Grace Before Meat. [THE] Lord make us grateful for,1,,,,
1638,183,167,drop capital,A LMIGHTY,ALMIGHTY,"blessing, for Christ's sake. Amen. [ALMIGHTY] God, who providest for us,",1,,,,
1639,183,167,drop capital,T>LESS,BLESS,"Life in Jesus Christ. Amen. [BLESS] us, O Lord, in blessing",1,,,,
1640,183,167,drop capital,T^HE,THE,gift of daily bread. Amen. [THE] Lord bless this food to,1,,,,
1641,183,167,drop capital,"T ORD,","LORD,","us to His service. Amen. [LORD,] help us to receive all",1,,,,
1642,183,167,drop capital,XTEAVENLY,HEAVENLY,"them to Thy praise. Amen. [HEAVENLY] Father, make us thankful to",1,,,,
1643,183,167,drop capital,"""pATHER",FATHER,"blessings, in Jesus' Name. Amen. [FATHER] in heaven, sustain our bodies",1,,,,
1644,183,167,drop capital,T ORD,LORD,"truth, for Christ's sake. Amen. [LORD] Jesus, be our holy Guest,",1,,,,
1645,183,167,punctuation/spacing,•^,,"Jesus, be our holy Guest, [] Our morning Joy, our evening",,,,,
1646,184,168,page rewritten,(see scan),(see Markdown),,,REVIEW,"Table of Selections for certain days rebuilt as a Markdown table (""Bay"" -> ""Day"", ""Faster"" -> ""Easter"", ""Christinas"" -> ""Christmas"", ""Hniniliation"" -> ""Humiliation""). NOTE: the printed table lists Selection 61 under National Days, but the Psalter has only 60 Selections; left as printed.",,
1647,185,169,punctuation/spacing,take^,take,"set themselves, and the rulers [take] counsel together: against the Lord,",1,,,,
1648,185,169,word,"sajing,","saying,","Lord, and against his Anointed, [saying,] 9 Let us break their",1,,,,
1649,185,169,word,0,O,"16 Be wise now therefore, [O] ye kings: be instructed, ye",1,,,,
1650,186,170,word,tlieir,their,time that their corn and [their] wine increased. 26 I will,1,,,,
1651,186,170,heading (re-cased/corrected),SELECTION 2.,Selection 2,makest me dwell in safety. [Selection 2] Psalm 5: 1-7. 1 GIVE,1,,,,
1652,186,170,word,io,10,"the enemy and the avenger. [10] When I consider thy heavens,",1,,,,
1653,186,170,word,lingers:,fingers:,"heavens, the work of thy [fingers:] the moon and the stars,",1,,,,
1654,187,171,punctuation/spacing,string;,string:,ready their arrow upon the [string:] that they may privily shoot,1,,,,
1655,187,171,word,28,23,the portion of their cup. [23] For the righteous Lord loveth,1,,,,
1656,187,171,heading (re-cased/corrected),SELECTION 3.,Selection 3,countenance doth behold the upright. [Selection 3] Psalm 13. 1 HOW long,1,,,,
1657,187,171,punctuation/spacing,him;,him:,"say, I have prevailed against [him:] and those that trouble me",1,,,,
1658,188,172,word,"e3""es",eyes,his neighbour. 10 In whose [eyes] a vile person is contemned;,1,,,,
1659,188,172,word,liis,his,"He that putteth not out [his] money to usury, nor taketh",1,,,,
1660,188,172,word,wiio,who,"I will bless the Lord, [who] hath given me counsel: my",1,,,,
1661,188,172,word,31,21,also shall rest in hope. [21] For thou wilt not leave,1,,,,
1662,188,172,punctuation/spacing,show^,show,see corruption. 22 Thou wilt [show] me the path of life;,1,,,,
1663,188,172,heading (re-cased/corrected),SELECTION 4.,Selection 4,"there are pleasures for evermore. [Selection 4] Psalm 17: 1-9,15. 1 HEAR",1,,,,
1664,189,173,word,tliine,thine,forth from thy presence: let [thine] eyes behold the things that,1,,,,
1665,189,173,word,ej^e:,eye:,as the apple of the [eye:] hide me under the shadow,1,,,,
1666,190,174,word,"clierub,","cherub,","And he rode upon a [cherub,] and did fly: yea, he",1,,,,
1667,190,174,word,%:,fly:,"upon a cherub, and did [fly:] yea, he did fly upon",1,,,,
1668,190,174,word,th}^,thy,blast of the breath of [thy] nostrils. 26 He sent from,1,,,,
1669,190,174,punctuation/spacing,w^aters.,waters.,drew me out of many [waters.] 27 He delivered me from,1,,,,
1670,190,174,heading (re-cased/corrected),SELECTION 6.,Selection 5,because he delighted in me. [Selection 5] Psalm 18: 25-35. 1 WITH,1,,,,
1671,190,174,word,wult,wilt,thyself froward. 3 For thou [wilt] save the afflicted people: but,1,,,,
1672,191,175,word,maketb,maketh,9 He [maketh] my feet like hinds' feet:,1,,,,
1673,191,175,word,"haudywork,","handywork,","and the firmament showeth his [handywork,] 13 Day unto day uttereth",1,,,,
1674,192,176,heading (re-cased/corrected),SELECTION 6.,Selection 6,"my strength, and my redeemer. [Selection 6] Psalm 20. 1 THE Lord",1,,,,
1675,192,176,word,_,,Lord fulfil all thy petitions. [] 6 Now know I that,,,,,
1676,192,176,word,_,,"strength of his right hand. [] 7 Some trust in chariots,",,,,,
1677,192,176,punctuation/spacing,w^alk,walk,"sake. 13 Yea, though I [walk] through the valley of the",1,,,,
1678,193,177,punctuation/spacing,"24,",24.,Psalm [24.] 16 THE earth is the,,,,,
1679,193,177,heading (re-cased/corrected),SELECTION 7.,Selection 7,"is the King of glory, [Selection 7] Psalm 25. 1 UNTO thee,",1,,,,
1680,193,177,word,"waj^s,","ways,","cause, 4 Show me thy [ways,] O Lord: teach me thy",1,,,,
1681,194,178,word,hi?,his,the meek will he teach [his] way. 10 All the paths,1,,,,
1682,194,178,word,siiall,shall,shall choose. 13 His soul [shall] dwell at ease: and his,1,,,,
1683,194,178,heading (re-cased/corrected),SELECTION 8.,Selection 8,"out of all his troubles. [Selection 8] Psalm 26: 8-12. 1 LORD,",1,,,,
1684,195,179,word,npon,upon,"enemies and my foes, came [upon] me to eat up my",1,,,,
1685,196,180,word,strcDgth,strength,and he is the saving [strength] of his anointed. 23 Save,1,,,,
1686,196,180,heading (re-cased/corrected),SELECTION 9.,Selection 9,lift them up for ever. [Selection 9] Psalm 28: 6-9. 1 GIVE,1,,,,
1687,196,180,punctuation/spacing,sittethupon,sitteth upon,"his glory. 10 The Lord [sitteth upon] the flood: yea, the Lord",1,,,,
1688,196,180,word,mj',my,"over me. 13 O Lord [my] God, I cried unto thee:",1,,,,
1689,196,180,flag only (no change),,,up for ever. Selection 9 Psalm 28: 6-9.,,REVIEW,"printed heading misplaced in the 1906 original: verses under it are Psalm 29; the 'Psalm 29' heading below stands over Psalm 30, and Psalm 28:6-9 (vv. 20-23 of Selection 8) has no heading. Left as printed",,
1690,197,181,word,liis:,his:,"Lord, O ye saints of [his:] and give thanks at the",1,,,,
1691,197,181,word,Hve,give,ye saints of his: and [give] thanks at the remembrance of,1,,,,
1692,197,181,word,ioy,joy,"endure for a night, but [joy] cometh in the morning. 17",1,,,,
1693,197,181,word,mornmg.,morning.,but joy cometh in the [morning.] 17 And in my prosperity,1,,,,
1694,197,181,punctuation/spacing,moved,moved.,"said: I shall never be [moved.] 18 Lord, by thy favour",1,,,,
1695,197,181,word,cned,cried,"I was troubled 19 I [cried] to thee, O Lord: and",1,,,,
1696,197,181,word,o-q,go,"in my blood, when I [go] down to the pit: Shall",1,,,,
1697,197,181,word,thv,thy,"praise thee? shall it declare [thy] truth? 21 Hear, O Lord,",1,,,,
1698,197,181,punctuation/spacing,-^,,"shall it declare thy truth? [] 21 Hear, O Lord, and",,,,,
1699,197,181,punctuation/spacing,me •,me:,"Lord, and have mercy upon [me:] Lord be thou my helper.",1,,,,
1700,197,181,rubric mark (¶),•,,me my mourning into dancing: [] thou hast put off my,,,,,
1701,197,181,punctuation/spacing,°,,and girded me with gladness; [] 23 To the end that,,,,,
1702,197,181,word,SELECTION lO.,Selection 10,"thanks unto thee for ever. [Selection 10] Psalm 31: 1-5, 15-16, 19-24.",1,,,,
1703,197,181,word,"15-lG,","15-16,","Selection 10 Psalm 31: 1-5, [15-16,] 19-24. 1 IN thee, O",1,,,,
1704,197,181,word,m,IN,"31: 1-5, 15-16, 19-24. 1 [IN] thee, O Lord, do I",1,,,,
1705,197,181,word,speedilv •,speedily:,"ear to me; deliver me [speedily:] be thou my strong rock,",1,,,,
1706,197,181,word,privilv,privily,net that they have laid [privily] for me: for thou art,1,,,,
1707,197,181,word,tor,for,upon thy servant: save me [for] thy mercies' sake. 8 Oh,1,,,,
1708,197,181,word,tor,for,which thou hast laid up [for] them that fear thee: which,1,,,,
1709,198,182,word,slialt,shalt,9 Thou [shalt] hide them in the secret,1,,,,
1710,198,182,word,plentifull}'-,plentifully,"Lord preserveth the faithful, and [plentifully] rewardeth the proud doer. 13",1,,,,
1711,198,182,punctuation/spacing,"32,",32.,hope in the Lord. Psalm [32.] 14 BLESSED is he whose,,,,,
1712,198,182,word,surel}^,surely,when thou mayest be found: [surely] in the floods of great,1,,,,
1713,199,183,heading (re-cased/corrected),SELECTION 11.,Selection 11,[Selection 11] Psalm 33. 1 REJOICE in,1,,,,
1714,199,183,punctuation/spacing,heap;,heap:,the sea together as a [heap:] he layeth up the depth,1,,,,
1715,200,184,heading (re-cased/corrected),SELECTION 12.,Selection 12,as we hope in thee. [Selection 12] Psalm 34. 1 I WILL,1,,,,
1716,200,184,word,m}'-,my,praise shall continually be in [my] mouth. 2 My soul shall,1,,,,
1717,200,184,word,0,O,"that trusteth in him. 9 [O] fear the Lord, ye his",1,,,,
1718,201,185,word,rcdeemeth,redeemeth,be desolate. 22 The Lord [redeemeth] the soul of his servants:,1,,,,
1719,201,185,word,0,O,"How excellent is thy loving-kindness, [O] God: therefore the children of",1,,,,
1720,201,185,heading (re-cased/corrected),SELECTION 13.,Selection 13,"to the upright in heart. [Selection 13] Psalm 37: 1-9,23-40. 1 FRET",1,,,,
1721,201,185,word,shaU,shall,also in him; and he [shall] bring it to pass.,1,,,,
1722,203,187,word,SEIiECTION 14.,Selection 14,"because they trust in him. [Selection 14] Psalm 39. 1 I SAID,",1,,,,
1723,204,188,word,Tlie,The,"love thy salvation say continually, [The] Lord be magnified.",1,,,,
1724,205,189,word,thiiiketli,thinketh,and needy; yet the Lord [thinketh] upon me: thou art my,1,,,,
1725,205,189,heading (re-cased/corrected),SELECTION 15.,Selection 15,"no tarrying, O my God. [Selection 15] Psalm 42. 1 AS the",1,,,,
1726,205,189,punctuation/spacing,waterspouts^,waterspouts:,at the noise of thy [waterspouts:] all thy waves and thy,1,,,,
1727,205,189,word,arc,are,thy waves and thy billows [are] gone over me. 8 Yet,1,,,,
1728,206,190,word,th}^,thy,send out thy light and [thy] truth; let them lead me:,1,,,,
1729,206,190,word,tliy lioly,thy holy,"let them bring me unto [thy holy] hill, and to thy tabernacles.",1,,,,
1730,206,190,word,wiio,who,"I shall yet praise him, [who] is the health of my",1,,,,
1731,206,190,word,mv,my,"health of my countenance, and [my] God. Psalm 44: 1-8. 17",1,,,,
1732,206,190,punctuation/spacing,"sw^ord,","sword,","in possession by their own [sword,] neither did their own arm",1,,,,
1733,206,190,word,thj^,thy,"own arm save them: but [thy] right hand, and thine arm,",1,,,,
1734,206,190,heading (re-cased/corrected),SELECTION 16.,Selection 16,praise thy name for ever. [Selection 16] Psalm 45. 1 MY heart,1,,,,
1735,207,191,word,tiiy,thy,and meekness and righteousness: and [thy] right hand shall teach thee,1,,,,
1736,207,191,word,AVitli,With,be brought unto thee. 15 [With] gladness and rejoicing shall they,1,,,,
1737,208,192,heading (re-cased/corrected),SELECTION 17.,Selection 17,of Jacob is our refuge. [Selection 17] Psalm 47. 1 O CLAP,1,,,,
1738,209,193,word,cit}^,city,"have we seen in the [city] of the Lord of hosts,",1,,,,
1739,209,193,punctuation/spacing,ever;,ever:,our God for ever and [ever:] he will be our guide,1,,,,
1740,209,193,heading (re-cased/corrected),SELECTION 18.,Selection 18,our guide even unto death. [Selection 18] Psalm 51. 1 HAVE mercy,1,,,,
1741,210,194,punctuation/spacing,w^as,was,"thou judgest. 5 Behold, I [was] shapen in iniquity: and in",1,,,,
1742,210,194,punctuation/spacing,show^,show,lips: and my mouth shall [show] forth thy praise. 16 For,1,,,,
1743,210,194,word,_,,thou the walls of Jerusalem. [] 19 Then shalt thou be,,,,,
1744,211,195,heading (re-cased/corrected),SELECTION 19.,Selection 19,[Selection 19] Psalm 53. 1 THE fool,1,,,,
1745,211,195,punctuation/spacing,Havetheworkersof iniquitynoknowledge: whoeatup,Have the workers of iniquity no knowledge: who eat up,"good, no, not one. 4 [Have the workers of iniquity no knowledge: who eat up] my people as they eat",1,,,,
1746,211,195,word,0,O,"15 BE merciful unto me, [O] God, be merciful unto me,",1,,,,
1747,212,196,word,liigh:,high:,will cry unto God most [high:] unto God that performeth all,1,,,,
1748,212,196,word,31,21,"whereof they are fallen themselves. [21] My heart is fixed, O",1,,,,
1749,212,196,word,glor}'^;,glory;,"praise. 22 Awake up, my [glory;] awake, psaltery and harp: I",1,,,,
1750,212,196,word,0,O,"clouds. 25 Be thou exalted, [O] God, above the heavens: let",1,,,,
1751,212,196,heading (re-cased/corrected),SELECTION 20.,Selection 20,be above all the earth. [Selection 20] Psalm 61. 1 HEAR my,1,,,,
1752,212,196,word,th}^,thy,"trust in the covert of [thy] wings. 5 For thou, O",1,,,,
1753,213,197,word,0,O,"abide before God for ever: [O] prepare mercy and truth, which",1,,,,
1754,213,197,punctuation/spacing,"excellency,",excellency:,cast him down from his [excellency:] they delight in lies; they,1,,,,
1755,213,197,rubric mark (¶),^,,"mouth, but they curse inwardly. [] 13 My soul, wait thou",,,,,
1756,213,197,word,Avait,wait,"curse inwardly. 13 My soul, [wait] thou only upon God: for",1,,,,
1757,213,197,heading (re-cased/corrected),SELECTION 21.,Selection 21,"man according to his work. [Selection 21] Psalm 63. 1 O GOD,",1,,,,
